,Mob dist,Thresh,Anomaly
2004-02-12 10:32:39,3.33245142313323,2.6045867797769855,True
2004-02-12 10:42:39,3.2932313469633527,2.6045867797769855,True
2004-02-12 10:52:39,3.2069202515604283,2.6045867797769855,True
2004-02-12 11:02:39,3.153325476353685,2.6045867797769855,True
2004-02-12 11:12:39,2.972314145741229,2.6045867797769855,True
2004-02-12 11:22:39,3.3059480363366127,2.6045867797769855,True
2004-02-12 11:32:39,2.971985929081495,2.6045867797769855,True
2004-02-12 11:42:39,3.0141628004229735,2.6045867797769855,True
2004-02-12 11:52:39,3.241483778320405,2.6045867797769855,True
2004-02-12 12:02:39,3.358862750548534,2.6045867797769855,True
2004-02-12 12:12:39,2.9818758032523762,2.6045867797769855,True
2004-02-12 12:22:39,2.8778941256117623,2.6045867797769855,True
2004-02-12 12:32:39,2.9113718909732738,2.6045867797769855,True
2004-02-12 12:42:39,2.713535411436787,2.6045867797769855,True
2004-02-12 12:52:39,2.746167348342395,2.6045867797769855,True
2004-02-12 13:02:39,2.7840174498461843,2.6045867797769855,True
2004-02-12 13:12:39,3.088717469316944,2.6045867797769855,True
2004-02-12 13:22:39,2.8253653377484818,2.6045867797769855,True
2004-02-12 13:32:39,2.948732882606645,2.6045867797769855,True
2004-02-12 13:42:39,2.9868352066267883,2.6045867797769855,True
2004-02-12 13:52:39,2.854663547000662,2.6045867797769855,True
2004-02-12 14:02:39,3.041900162257607,2.6045867797769855,True
2004-02-12 14:12:39,3.0094413975057175,2.6045867797769855,True
2004-02-12 14:22:39,2.7469768289058734,2.6045867797769855,True
2004-02-12 14:32:39,3.1178049647281307,2.6045867797769855,True
2004-02-12 14:42:39,3.0525568669406087,2.6045867797769855,True
2004-02-12 14:52:39,2.8902486977177677,2.6045867797769855,True
2004-02-12 15:02:39,3.0047217708115856,2.6045867797769855,True
2004-02-12 15:12:39,3.0663906849135163,2.6045867797769855,True
2004-02-12 15:22:39,2.8086742242057814,2.6045867797769855,True
2004-02-12 15:32:39,3.003689874990595,2.6045867797769855,True
2004-02-12 15:42:39,2.7372449547569726,2.6045867797769855,True
2004-02-12 15:52:39,2.7859508111906113,2.6045867797769855,True
2004-02-12 16:02:39,2.9254962538484914,2.6045867797769855,True
2004-02-12 16:12:39,3.1717803107162252,2.6045867797769855,True
2004-02-12 16:22:39,2.6519512571705834,2.6045867797769855,True
2004-02-12 16:32:39,3.017095897501744,2.6045867797769855,True
2004-02-12 16:42:39,2.799273792030749,2.6045867797769855,True
2004-02-12 16:52:39,3.0094956979748786,2.6045867797769855,True
2004-02-12 17:02:39,2.8528672587272688,2.6045867797769855,True
2004-02-12 17:12:39,2.932370170805241,2.6045867797769855,True
2004-02-12 17:22:39,2.8530454624734656,2.6045867797769855,True
2004-02-12 17:32:39,2.760471300001666,2.6045867797769855,True
2004-02-12 17:42:39,2.543473250327478,2.6045867797769855,False
2004-02-12 17:52:39,3.001216707990693,2.6045867797769855,True
2004-02-12 18:02:39,2.908882553316283,2.6045867797769855,True
2004-02-12 18:12:39,2.9540542515655597,2.6045867797769855,True
2004-02-12 18:22:39,3.0755601465180185,2.6045867797769855,True
2004-02-12 18:32:39,2.830003247992571,2.6045867797769855,True
2004-02-12 18:42:39,2.731973514343326,2.6045867797769855,True
2004-02-12 18:52:39,2.8250534253014132,2.6045867797769855,True
2004-02-12 19:02:39,2.680613216436762,2.6045867797769855,True
2004-02-12 19:12:39,2.763976133553844,2.6045867797769855,True
2004-02-12 19:22:39,2.6188857210805727,2.6045867797769855,True
2004-02-12 19:32:39,2.9520161074452482,2.6045867797769855,True
2004-02-12 19:42:39,2.875224640512159,2.6045867797769855,True
2004-02-12 19:52:39,2.817968665597211,2.6045867797769855,True
2004-02-12 20:02:39,2.806958976686963,2.6045867797769855,True
2004-02-12 20:12:39,2.834865288446746,2.6045867797769855,True
2004-02-12 20:22:39,3.0574086193915773,2.6045867797769855,True
2004-02-12 20:32:39,2.80647980009734,2.6045867797769855,True
2004-02-12 20:42:39,3.0266423225495336,2.6045867797769855,True
2004-02-12 20:52:39,2.7499722837228546,2.6045867797769855,True
2004-02-12 21:02:39,2.6405355794388554,2.6045867797769855,True
2004-02-12 21:12:39,2.856939868394127,2.6045867797769855,True
2004-02-12 21:22:39,2.6483444316603366,2.6045867797769855,True
2004-02-12 21:32:39,2.9833593395212525,2.6045867797769855,True
2004-02-12 21:42:39,2.891087429232236,2.6045867797769855,True
2004-02-12 21:52:39,2.9528751346695983,2.6045867797769855,True
2004-02-12 22:02:39,2.8083355229790485,2.6045867797769855,True
2004-02-12 22:12:39,2.7809728161054363,2.6045867797769855,True
2004-02-12 22:22:39,3.0044388057762195,2.6045867797769855,True
2004-02-12 22:32:39,2.7252873502821076,2.6045867797769855,True
2004-02-12 22:42:39,2.867732411249769,2.6045867797769855,True
2004-02-12 22:52:39,2.902717164688425,2.6045867797769855,True
2004-02-12 23:02:39,2.5746849367089575,2.6045867797769855,False
2004-02-12 23:12:39,2.850623205682756,2.6045867797769855,True
2004-02-12 23:22:39,2.8007638556814904,2.6045867797769855,True
2004-02-12 23:32:39,2.4255772246454614,2.6045867797769855,False
2004-02-12 23:42:39,2.9973753578708737,2.6045867797769855,True
2004-02-12 23:52:39,2.9770162980975976,2.6045867797769855,True
2004-02-13 00:02:39,2.700795675074986,2.6045867797769855,True
2004-02-13 00:12:39,2.7607948319865296,2.6045867797769855,True
2004-02-13 00:22:39,2.426859737965965,2.6045867797769855,False
2004-02-13 00:32:39,2.5672852995287174,2.6045867797769855,False
2004-02-13 00:42:39,2.545291505259188,2.6045867797769855,False
2004-02-13 00:52:39,2.69122691487007,2.6045867797769855,True
2004-02-13 01:02:39,2.5884024111812707,2.6045867797769855,False
2004-02-13 01:12:39,2.8008741425409425,2.6045867797769855,True
2004-02-13 01:22:39,3.0081343008434303,2.6045867797769855,True
2004-02-13 01:32:39,2.771235482367591,2.6045867797769855,True
2004-02-13 01:42:39,2.88969147580996,2.6045867797769855,True
2004-02-13 01:52:39,3.0462828864255505,2.6045867797769855,True
2004-02-13 02:02:39,2.661832270214755,2.6045867797769855,True
2004-02-13 02:12:39,2.899408802992026,2.6045867797769855,True
2004-02-13 02:22:39,2.667279151911393,2.6045867797769855,True
2004-02-13 02:32:39,2.6940211168470944,2.6045867797769855,True
2004-02-13 02:42:39,2.6525017243013944,2.6045867797769855,True
2004-02-13 02:52:39,2.436016615698645,2.6045867797769855,False
2004-02-13 03:02:39,2.6678770337860667,2.6045867797769855,True
2004-02-13 03:12:39,2.6975922909130383,2.6045867797769855,True
2004-02-13 03:22:39,2.6424639095491695,2.6045867797769855,True
2004-02-13 03:32:39,2.7895430040311853,2.6045867797769855,True
2004-02-13 03:42:39,2.5943021725315636,2.6045867797769855,False
2004-02-13 03:52:39,2.5724556144471538,2.6045867797769855,False
2004-02-13 04:02:39,2.6559214103010795,2.6045867797769855,True
2004-02-13 04:12:39,2.6616474592188113,2.6045867797769855,True
